question,choices,pct_voters,Trump,Biden,state,q_id,abbrev,votes,lat,lon
What is your racial or ethnic heritage and level of education?,Nonwhite noncollege,0.17,23,75,new-jersey,25,NJ,14,40.1907,-74.6728
What is your racial or ethnic heritage and level of education?,Nonwhite college,0.13,22,77,new-jersey,25,NJ,14,40.1907,-74.6728
What is your age and education level?,Noncollege 18-44,0.15,39,59,new-jersey,26,NJ,14,40.1907,-74.6728
What is your age and education level?,College 18-44,0.18,33,65,new-jersey,26,NJ,14,40.1907,-74.6728
What is your age and education level?,College 45+,0.37,48,50,new-jersey,26,NJ,14,40.1907,-74.6728
What is your age and education level?,Noncollege 45+,0.3,39,60,new-jersey,26,NJ,14,40.1907,-74.6728
Which of the following best describes the area where you live?,Urban,0.15,31,67,new-jersey,27,NJ,14,40.1907,-74.6728
Which of the following best describes the area where you live?,Suburban,0.62,40,59,new-jersey,27,NJ,14,40.1907,-74.6728
Which of the following best describes the area where you live?,Small town or rural,0.24,52,47,new-jersey,27,NJ,14,40.1907,-74.6728
What is your gender? And the size of the place where you live?,Urban men,0.07,45,53,new-jersey,28,NJ,14,40.1907,-74.6728
What is your gender? And the size of the place where you live?,Suburban men,0.29,46,52,new-jersey,28,NJ,14,40.1907,-74.6728
What is your gender? And the size of the place where you live?,Small town/Rural men,0.1,60,39,new-jersey,28,NJ,14,40.1907,-74.6728
What is your gender? And the size of the place where you live?,Urban women,0.07,18,81,new-jersey,28,NJ,14,40.1907,-74.6728
What is your gender? And the size of the place where you live?,Suburban women,0.33,34,65,new-jersey,28,NJ,14,40.1907,-74.6728
What is your gender? And the size of the place where you live?,Small town or rural women,0.13,48,51,new-jersey,28,NJ,14,40.1907,-74.6728
What is your gender? And the size of the place where you live?,All others,0.01,,,new-jersey,28,NJ,14,40.1907,-74.6728
What is your racial or ethnic heritage? And the size of the place where you live?,White urban,0.07,47,53,new-jersey,29,NJ,14,40.1907,-74.6728
What is your racial or ethnic heritage? And the size of the place where you live?,White suburban,0.46,46,52,new-jersey,29,NJ,14,40.1907,-74.6728
What is your racial or ethnic heritage? And the size of the place where you live?,White small town or rural,0.18,58,42,new-jersey,29,NJ,14,40.1907,-74.6728
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite urban,0.08,18,80,new-jersey,29,NJ,14,40.1907,-74.6728
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite suburban,0.15,20,79,new-jersey,29,NJ,14,40.1907,-74.6728
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite small town or rural,0.06,,,new-jersey,29,NJ,14,40.1907,-74.6728
What describes the area where you live? And what is your level of education?,Urban college,0.07,36,62,new-jersey,30,NJ,14,40.1907,-74.6728
What describes the area where you live? And what is your level of education?,Suburban college,0.33,33,66,new-jersey,30,NJ,14,40.1907,-74.6728
What describes the area where you live? And what is your level of education?,Small town or rural college,0.08,52,47,new-jersey,30,NJ,14,40.1907,-74.6728
What describes the area where you live? And what is your level of education?,Urban noncollege,0.07,26,72,new-jersey,30,NJ,14,40.1907,-74.6728
What describes the area where you live? And what is your level of education?,Suburban noncollege,0.29,47,51,new-jersey,30,NJ,14,40.1907,-74.6728
What describes the area where you live? And what is your level of education?,Small town or rural noncollege,0.15,53,46,new-jersey,30,NJ,14,40.1907,-74.6728
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",Gun in household,0.17,70,30,new-jersey,31,NJ,14,40.1907,-74.6728
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",No gun in household,0.83,32,68,new-jersey,31,NJ,14,40.1907,-74.6728
"Have you, or has any member of your household, ever served in the U.S. military?",Veteran household,0.23,46,52,new-jersey,32,NJ,14,40.1907,-74.6728
"Have you, or has any member of your household, ever served in the U.S. military?",Nonveteran household,0.77,37,63,new-jersey,32,NJ,14,40.1907,-74.6728
Which best describes your family's financial situation? Are you...,Getting ahead,0.13,,,new-jersey,33,NJ,14,40.1907,-74.6728
Which best describes your family's financial situation? Are you...,Holding steady,0.7,43,57,new-jersey,33,NJ,14,40.1907,-74.6728
Which best describes your family's financial situation? Are you...,Falling behind,0.17,34,66,new-jersey,33,NJ,14,40.1907,-74.6728
How serious a problem is racism in U.S. society?,Very serious,0.51,15,85,new-jersey,11,NJ,14,40.1907,-74.6728
How serious a problem is racism in U.S. society?,Less serious,0.49,69,29,new-jersey,11,NJ,14,40.1907,-74.6728
How serious a problem is racism in policing?,Very serious,0.46,14,85,new-jersey,12,NJ,14,40.1907,-74.6728
How serious a problem is racism in policing?,Less serious,0.51,66,32,new-jersey,12,NJ,14,40.1907,-74.6728
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Too tough,0.33,6,93,new-jersey,34,NJ,14,40.1907,-74.6728
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Not tough enough,0.23,70,28,new-jersey,34,NJ,14,40.1907,-74.6728
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",About right,0.43,53,45,new-jersey,34,NJ,14,40.1907,-74.6728
Which best describes your feelings about the way the federal government is working?,Enthusiastic or satisfied,0.26,84,16,new-jersey,35,NJ,14,40.1907,-74.6728
Which best describes your feelings about the way the federal government is working?,Dissatisfied or angry,0.74,29,70,new-jersey,35,NJ,14,40.1907,-74.6728
"Do you describe yourself as a man, a woman, or in some other way?",Men,0.46,46,51,new-mexico,1,NM,5,34.4071,-106.1126
"Do you describe yourself as a man, a woman, or in some other way?",Women,0.53,41,57,new-mexico,1,NM,5,34.4071,-106.1126
"Do you describe yourself as a man, a woman, or in some other way?",Some other way,0.01,,,new-mexico,1,NM,5,34.4071,-106.1126
What is your age?,18-29,0.12,39,60,new-mexico,2,NM,5,34.4071,-106.1126
What is your age?,30-44,0.22,39,58,new-mexico,2,NM,5,34.4071,-106.1126
What is your age?,45-64,0.35,48,49,new-mexico,2,NM,5,34.4071,-106.1126
What is your age?,65+,0.31,44,55,new-mexico,2,NM,5,34.4071,-106.1126
Which best describes your level of education?,High school or less,0.28,51,48,new-mexico,3,NM,5,34.4071,-106.1126
Which best describes your level of education?,"Some college, or associate degree",0.37,43,55,new-mexico,3,NM,5,34.4071,-106.1126
Which best describes your level of education?,College graduate,0.2,40,56,new-mexico,3,NM,5,34.4071,-106.1126
Which best describes your level of education?,Postgraduate study,0.15,35,61,new-mexico,3,NM,5,34.4071,-106.1126
"What is your present religion, if any?",Protestant,0.16,70,28,new-mexico,4,NM,5,34.4071,-106.1126
"What is your present religion, if any?",Catholic,0.24,42,57,new-mexico,4,NM,5,34.4071,-106.1126
"What is your present religion, if any?",Mormon,0.02,,,new-mexico,4,NM,5,34.4071,-106.1126
"What is your present religion, if any?",Other Christian,0.2,64,35,new-mexico,4,NM,5,34.4071,-106.1126
"What is your present religion, if any?",Jewish,0.02,,,new-mexico,4,NM,5,34.4071,-106.1126
"What is your present religion, if any?",Muslim,0,,,new-mexico,4,NM,5,34.4071,-106.1126
"What is your present religion, if any?",Something else,0.09,32,67,new-mexico,4,NM,5,34.4071,-106.1126
"What is your present religion, if any?",None,0.25,15,82,new-mexico,4,NM,5,34.4071,-106.1126
What was your total household income in 2019?,"Under $25,000",0.17,36,62,new-mexico,6,NM,5,34.4071,-106.1126
What was your total household income in 2019?,"$25,000-$49,999",0.25,43,55,new-mexico,6,NM,5,34.4071,-106.1126
What was your total household income in 2019?,"$50,000-$74,999",0.22,46,52,new-mexico,6,NM,5,34.4071,-106.1126
What was your total household income in 2019?,"$75,000-$99,999",0.15,52,44,new-mexico,6,NM,5,34.4071,-106.1126
What was your total household income in 2019?,"$100,000 or more",0.21,41,56,new-mexico,6,NM,5,34.4071,-106.1126
When did you vote?,Election Day,0.12,63,34,new-mexico,7,NM,5,34.4071,-106.1126
When did you vote?,Early or absentee,0.88,41,57,new-mexico,7,NM,5,34.4071,-106.1126
Do you have a close friend or family member who has died from the coronavirus?,Yes,0.19,,,new-mexico,8,NM,5,34.4071,-106.1126
Do you have a close friend or family member who has died from the coronavirus?,No,0.81,44,54,new-mexico,8,NM,5,34.4071,-106.1126
Do you think the condition of the nation’s economy is:,Excellent or good,0.4,77,21,new-mexico,9,NM,5,34.4071,-106.1126
Do you think the condition of the nation’s economy is:,Not so good or poor,0.6,21,76,new-mexico,9,NM,5,34.4071,-106.1126
Do you think the coronavirus in the United States is:,At least somewhat under control,0.42,83,15,new-mexico,10,NM,5,34.4071,-106.1126
Do you think the coronavirus in the United States is:,Not at all under control,0.57,13,85,new-mexico,10,NM,5,34.4071,-106.1126
How serious a problem is racism in U.S. society?,Very or somewhat serious,0.75,29,69,new-mexico,11,NM,5,34.4071,-106.1126
How serious a problem is racism in U.S. society?,Not too or not at all serious,0.25,89,8,new-mexico,11,NM,5,34.4071,-106.1126
How serious a problem is racism in policing?,Very or somewhat serious,0.69,24,74,new-mexico,12,NM,5,34.4071,-106.1126
How serious a problem is racism in policing?,Not too or not at all serious,0.28,92,5,new-mexico,12,NM,5,34.4071,-106.1126
"Thinking about the criminal justice system in the United States, would you say it:",Needs a complete overhaul or major changes,0.76,38,61,new-mexico,13,NM,5,34.4071,-106.1126
"Thinking about the criminal justice system in the United States, would you say it:",Needs minor changes or no changes,0.23,,,new-mexico,13,NM,5,34.4071,-106.1126
"In general, how concerned are you about the effects of climate change?",Very or somewhat concerned,0.74,17,81,new-mexico,14,NM,5,34.4071,-106.1126
"In general, how concerned are you about the effects of climate change?",Not too or not at all concerned,0.25,,,new-mexico,14,NM,5,34.4071,-106.1126
Should gun laws in the U.S. be made:,More strict,0.55,8,89,new-mexico,15,NM,5,34.4071,-106.1126
Should gun laws in the U.S. be made:,Less strict,0.19,,,new-mexico,15,NM,5,34.4071,-106.1126
Should gun laws in the U.S. be made:,Kept as they are,0.25,61,36,new-mexico,15,NM,5,34.4071,-106.1126
How old are you? And what is your gender?,18-29 men,0.05,,,new-mexico,16,NM,5,34.4071,-106.1126
How old are you? And what is your gender?,18-29 women,0.07,,,new-mexico,16,NM,5,34.4071,-106.1126
How old are you? And what is your gender?,30-44 men,0.11,38,58,new-mexico,16,NM,5,34.4071,-106.1126
How old are you? And what is your gender?,30-44 women,0.11,39,58,new-mexico,16,NM,5,34.4071,-106.1126
How old are you? And what is your gender?,45-64 men,0.16,54,43,new-mexico,16,NM,5,34.4071,-106.1126
How old are you? And what is your gender?,45-64 women,0.19,44,54,new-mexico,16,NM,5,34.4071,-106.1126
How old are you? And what is your gender?,65+ men,0.14,48,50,new-mexico,16,NM,5,34.4071,-106.1126
How old are you? And what is your gender?,65+ women,0.16,41,59,new-mexico,16,NM,5,34.4071,-106.1126
How old are you? And what is your gender?,All others,0.01,,,new-mexico,16,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage?,White,0.52,48,49,new-mexico,17,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage?,African-American or Black,0.02,,,new-mexico,17,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage?,Latino or Hispanic,0.35,38,61,new-mexico,17,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage?,Other,0.1,44,53,new-mexico,17,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage?,White,0.52,48,49,new-mexico,18,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage?,Nonwhite,0.48,38,61,new-mexico,18,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And what is your gender?,White men,0.25,54,42,new-mexico,19,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And what is your gender?,White women,0.26,43,54,new-mexico,19,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And what is your gender?,Nonwhite men,0.2,36,63,new-mexico,19,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And what is your gender?,Nonwhite women,0.27,40,59,new-mexico,19,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And what is your gender?,All others,0.01,,,new-mexico,19,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And how old are you?,White 18-44,0.14,46,50,new-mexico,20,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And how old are you?,White 45+,0.38,50,48,new-mexico,20,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And how old are you?,Nonwhite 18-44,0.2,34,65,new-mexico,20,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And how old are you?,Nonwhite 45+,0.28,41,58,new-mexico,20,NM,5,34.4071,-106.1126
Would you describe yourself as a white evangelical or white born-again Christian?,White evangelical/white born-again Christians,0.18,,,new-mexico,5,NM,5,34.4071,-106.1126
Would you describe yourself as a white evangelical or white born-again Christian?,All others,0.82,34,65,new-mexico,5,NM,5,34.4071,-106.1126
"How often, if at all, do you attend religious services?",At least monthly,0.37,59,39,new-mexico,21,NM,5,34.4071,-106.1126
"How often, if at all, do you attend religious services?",Less often,0.63,36,63,new-mexico,21,NM,5,34.4071,-106.1126
Marital Status,Married,0.51,52,47,new-mexico,22,NM,5,34.4071,-106.1126
Marital Status,Not married,0.49,37,62,new-mexico,22,NM,5,34.4071,-106.1126
Are you married? What is your gender?,Married men,0.24,51,49,new-mexico,23,NM,5,34.4071,-106.1126
Are you married? What is your gender?,Married women,0.27,,,new-mexico,23,NM,5,34.4071,-106.1126
Are you married? What is your gender?,Not married men,0.2,,,new-mexico,23,NM,5,34.4071,-106.1126
Are you married? What is your gender?,Not married women,0.29,36,63,new-mexico,23,NM,5,34.4071,-106.1126
What is your gender and level of education?,Noncollege graduate men,0.27,48,51,new-mexico,24,NM,5,34.4071,-106.1126
What is your gender and level of education?,College graduate men,0.18,44,51,new-mexico,24,NM,5,34.4071,-106.1126
What is your gender and level of education?,Noncollege graduate women,0.37,45,53,new-mexico,24,NM,5,34.4071,-106.1126
What is your gender and level of education?,College graduate women,0.17,33,65,new-mexico,24,NM,5,34.4071,-106.1126
What is your gender and level of education?,All others,0.01,,,new-mexico,24,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage and level of education?,White noncollege,0.28,56,42,new-mexico,25,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage and level of education?,White college,0.24,39,56,new-mexico,25,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage and level of education?,Nonwhite noncollege,0.37,39,60,new-mexico,25,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage and level of education?,Nonwhite college,0.11,33,64,new-mexico,25,NM,5,34.4071,-106.1126
What is your age and education level?,Noncollege 18-44,0.23,41,58,new-mexico,26,NM,5,34.4071,-106.1126
What is your age and education level?,College 18-44,0.12,35,59,new-mexico,26,NM,5,34.4071,-106.1126
What is your age and education level?,College 45+,0.43,50,49,new-mexico,26,NM,5,34.4071,-106.1126
What is your age and education level?,Noncollege 45+,0.23,40,57,new-mexico,26,NM,5,34.4071,-106.1126
Which of the following best describes the area where you live?,Urban,0.25,37,60,new-mexico,27,NM,5,34.4071,-106.1126
Which of the following best describes the area where you live?,Suburban,0.25,39,58,new-mexico,27,NM,5,34.4071,-106.1126
Which of the following best describes the area where you live?,Small town or rural,0.5,48,50,new-mexico,27,NM,5,34.4071,-106.1126
What is your gender? And the size of the place where you live?,Urban men,0.13,42,54,new-mexico,28,NM,5,34.4071,-106.1126
What is your gender? And the size of the place where you live?,Suburban men,0.11,43,55,new-mexico,28,NM,5,34.4071,-106.1126
What is your gender? And the size of the place where you live?,Small town/Rural men,0.22,51,47,new-mexico,28,NM,5,34.4071,-106.1126
What is your gender? And the size of the place where you live?,Urban women,0.12,32,65,new-mexico,28,NM,5,34.4071,-106.1126
What is your gender? And the size of the place where you live?,Suburban women,0.14,38,60,new-mexico,28,NM,5,34.4071,-106.1126
What is your gender? And the size of the place where you live?,Small town or rural women,0.27,46,53,new-mexico,28,NM,5,34.4071,-106.1126
What is your gender? And the size of the place where you live?,All others,0.01,,,new-mexico,28,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And the size of the place where you live?,White urban,0.12,40,55,new-mexico,29,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And the size of the place where you live?,White suburban,0.14,41,56,new-mexico,29,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And the size of the place where you live?,White small town or rural,0.26,56,42,new-mexico,29,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite urban,0.13,34,63,new-mexico,29,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite suburban,0.11,35,63,new-mexico,29,NM,5,34.4071,-106.1126
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite small town or rural,0.23,39,60,new-mexico,29,NM,5,34.4071,-106.1126
What describes the area where you live? And what is your level of education?,Urban college,0.1,30,64,new-mexico,30,NM,5,34.4071,-106.1126
What describes the area where you live? And what is your level of education?,Suburban college,0.1,37,62,new-mexico,30,NM,5,34.4071,-106.1126
What describes the area where you live? And what is your level of education?,Small town or rural college,0.15,44,53,new-mexico,30,NM,5,34.4071,-106.1126
What describes the area where you live? And what is your level of education?,Urban noncollege,0.15,42,57,new-mexico,30,NM,5,34.4071,-106.1126
What describes the area where you live? And what is your level of education?,Suburban noncollege,0.15,41,56,new-mexico,30,NM,5,34.4071,-106.1126
What describes the area where you live? And what is your level of education?,Small town or rural noncollege,0.35,50,49,new-mexico,30,NM,5,34.4071,-106.1126
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",Gun in household,0.54,47,49,new-mexico,31,NM,5,34.4071,-106.1126
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",No gun in household,0.46,16,81,new-mexico,31,NM,5,34.4071,-106.1126
"Have you, or has any member of your household, ever served in the U.S. military?",Veteran household,0.35,44,56,new-mexico,32,NM,5,34.4071,-106.1126
"Have you, or has any member of your household, ever served in the U.S. military?",Nonveteran household,0.65,30,65,new-mexico,32,NM,5,34.4071,-106.1126
Which best describes your family's financial situation? Are you...,Getting ahead,0.1,,,new-mexico,33,NM,5,34.4071,-106.1126
Which best describes your family's financial situation? Are you...,Holding steady,0.7,44,54,new-mexico,33,NM,5,34.4071,-106.1126
Which best describes your family's financial situation? Are you...,Falling behind,0.2,,,new-mexico,33,NM,5,34.4071,-106.1126
How serious a problem is racism in U.S. society?,Very serious,0.48,14,85,new-mexico,11,NM,5,34.4071,-106.1126
How serious a problem is racism in U.S. society?,Less serious,0.52,71,26,new-mexico,11,NM,5,34.4071,-106.1126
How serious a problem is racism in policing?,Very serious,0.46,14,84,new-mexico,12,NM,5,34.4071,-106.1126
How serious a problem is racism in policing?,Less serious,0.51,71,26,new-mexico,12,NM,5,34.4071,-106.1126
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Too tough,0.28,12,88,new-mexico,34,NM,5,34.4071,-106.1126
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Not tough enough,0.28,,,new-mexico,34,NM,5,34.4071,-106.1126
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",About right,0.4,51,47,new-mexico,34,NM,5,34.4071,-106.1126
Which best describes your feelings about the way the federal government is working?,Enthusiastic or satisfied,0.25,,,new-mexico,35,NM,5,34.4071,-106.1126
Which best describes your feelings about the way the federal government is working?,Dissatisfied or angry,0.74,31,66,new-mexico,35,NM,5,34.4071,-106.1126
"Do you describe yourself as a man, a woman, or in some other way?",Men,0.45,47,51,new-york,1,NY,29,42.9538,-75.5268
"Do you describe yourself as a man, a woman, or in some other way?",Women,0.54,39,60,new-york,1,NY,29,42.9538,-75.5268
"Do you describe yourself as a man, a woman, or in some other way?",Some other way,0.01,,,new-york,1,NY,29,42.9538,-75.5268
What is your age?,18-29,0.11,37,60,new-york,2,NY,29,42.9538,-75.5268
What is your age?,30-44,0.23,40,58,new-york,2,NY,29,42.9538,-75.5268
What is your age?,45-64,0.36,42,57,new-york,2,NY,29,42.9538,-75.5268
What is your age?,65+,0.29,48,52,new-york,2,NY,29,42.9538,-75.5268
Which best describes your level of education?,High school or less,0.27,50,49,new-york,3,NY,29,42.9538,-75.5268
Which best describes your level of education?,"Some college, or associate degree",0.31,50,48,new-york,3,NY,29,42.9538,-75.5268
Which best describes your level of education?,College graduate,0.24,32,67,new-york,3,NY,29,42.9538,-75.5268
Which best describes your level of education?,Postgraduate study,0.18,33,65,new-york,3,NY,29,42.9538,-75.5268
"What is your present religion, if any?",Protestant,0.16,49,50,new-york,4,NY,29,42.9538,-75.5268
"What is your present religion, if any?",Catholic,0.37,53,47,new-york,4,NY,29,42.9538,-75.5268
"What is your present religion, if any?",Mormon,0,,,new-york,4,NY,29,42.9538,-75.5268
"What is your present religion, if any?",Other Christian,0.11,47,52,new-york,4,NY,29,42.9538,-75.5268
"What is your present religion, if any?",Jewish,0.09,41,58,new-york,4,NY,29,42.9538,-75.5268
"What is your present religion, if any?",Muslim,0.01,,,new-york,4,NY,29,42.9538,-75.5268
"What is your present religion, if any?",Something else,0.05,20,76,new-york,4,NY,29,42.9538,-75.5268
"What is your present religion, if any?",None,0.2,23,75,new-york,4,NY,29,42.9538,-75.5268
What was your total household income in 2019?,"Under $25,000",0.14,38,61,new-york,6,NY,29,42.9538,-75.5268
What was your total household income in 2019?,"$25,000-$49,999",0.21,37,62,new-york,6,NY,29,42.9538,-75.5268
What was your total household income in 2019?,"$50,000-$74,999",0.2,45,54,new-york,6,NY,29,42.9538,-75.5268
What was your total household income in 2019?,"$75,000-$99,999",0.15,51,47,new-york,6,NY,29,42.9538,-75.5268
What was your total household income in 2019?,"$100,000 or more",0.3,43,56,new-york,6,NY,29,42.9538,-75.5268
When did you vote?,Election Day,0.43,60,38,new-york,7,NY,29,42.9538,-75.5268
When did you vote?,Early or absentee,0.57,29,70,new-york,7,NY,29,42.9538,-75.5268
Do you have a close friend or family member who has died from the coronavirus?,Yes,0.28,42,57,new-york,8,NY,29,42.9538,-75.5268
Do you have a close friend or family member who has died from the coronavirus?,No,0.72,43,55,new-york,8,NY,29,42.9538,-75.5268
Do you think the condition of the nation’s economy is:,Excellent or good,0.38,82,17,new-york,9,NY,29,42.9538,-75.5268
Do you think the condition of the nation’s economy is:,Not so good or poor,0.62,19,80,new-york,9,NY,29,42.9538,-75.5268
Do you think the coronavirus in the United States is:,At least somewhat under control,0.48,74,25,new-york,10,NY,29,42.9538,-75.5268
Do you think the coronavirus in the United States is:,Not at all under control,0.52,14,85,new-york,10,NY,29,42.9538,-75.5268
How serious a problem is racism in U.S. society?,Very or somewhat serious,0.81,32,66,new-york,11,NY,29,42.9538,-75.5268
How serious a problem is racism in U.S. society?,Not too or not at all serious,0.19,87,11,new-york,11,NY,29,42.9538,-75.5268
How serious a problem is racism in policing?,Very or somewhat serious,0.75,29,70,new-york,12,NY,29,42.9538,-75.5268
How serious a problem is racism in policing?,Not too or not at all serious,0.23,88,11,new-york,12,NY,29,42.9538,-75.5268
"Thinking about the criminal justice system in the United States, would you say it:",Needs a complete overhaul or major changes,0.73,31,69,new-york,13,NY,29,42.9538,-75.5268
"Thinking about the criminal justice system in the United States, would you say it:",Needs minor changes or no changes,0.26,75,23,new-york,13,NY,29,42.9538,-75.5268
"In general, how concerned are you about the effects of climate change?",Very or somewhat concerned,0.8,33,67,new-york,14,NY,29,42.9538,-75.5268
"In general, how concerned are you about the effects of climate change?",Not too or not at all concerned,0.19,,,new-york,14,NY,29,42.9538,-75.5268
Should gun laws in the U.S. be made:,More strict,0.64,23,76,new-york,15,NY,29,42.9538,-75.5268
Should gun laws in the U.S. be made:,Less strict,0.11,,,new-york,15,NY,29,42.9538,-75.5268
Should gun laws in the U.S. be made:,Kept as they are,0.24,78,20,new-york,15,NY,29,42.9538,-75.5268
How old are you? And what is your gender?,18-29 men,0.06,49,47,new-york,16,NY,29,42.9538,-75.5268
How old are you? And what is your gender?,18-29 women,0.06,25,73,new-york,16,NY,29,42.9538,-75.5268
How old are you? And what is your gender?,30-44 men,0.11,46,52,new-york,16,NY,29,42.9538,-75.5268
How old are you? And what is your gender?,30-44 women,0.12,35,63,new-york,16,NY,29,42.9538,-75.5268
How old are you? And what is your gender?,45-64 men,0.16,43,56,new-york,16,NY,29,42.9538,-75.5268
How old are you? And what is your gender?,45-64 women,0.2,41,59,new-york,16,NY,29,42.9538,-75.5268
How old are you? And what is your gender?,65+ men,0.13,53,47,new-york,16,NY,29,42.9538,-75.5268
How old are you? And what is your gender?,65+ women,0.16,44,56,new-york,16,NY,29,42.9538,-75.5268
How old are you? And what is your gender?,All others,0.01,,,new-york,16,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage?,White,0.72,52,47,new-york,17,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage?,African-American or Black,0.12,8,91,new-york,17,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage?,Latino or Hispanic,0.1,28,70,new-york,17,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage?,Other,0.06,23,73,new-york,17,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage?,White,0.72,52,47,new-york,18,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage?,Nonwhite,0.28,18,80,new-york,18,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And what is your gender?,White men,0.34,56,42,new-york,19,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And what is your gender?,White women,0.38,48,51,new-york,19,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And what is your gender?,Nonwhite men,0.11,20,79,new-york,19,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And what is your gender?,Nonwhite women,0.16,17,82,new-york,19,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And what is your gender?,All others,0.01,,,new-york,19,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And how old are you?,White 18-44,0.23,50,48,new-york,20,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And how old are you?,White 45+,0.49,53,46,new-york,20,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And how old are you?,Nonwhite 18-44,0.11,18,79,new-york,20,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage? And how old are you?,Nonwhite 45+,0.16,19,80,new-york,20,NY,29,42.9538,-75.5268
Would you describe yourself as a white evangelical or white born-again Christian?,White evangelical/white born-again Christians,0.09,,,new-york,5,NY,29,42.9538,-75.5268
Would you describe yourself as a white evangelical or white born-again Christian?,All others,0.91,42,57,new-york,5,NY,29,42.9538,-75.5268
"How often, if at all, do you attend religious services?",At least monthly,0.29,51,48,new-york,21,NY,29,42.9538,-75.5268
"How often, if at all, do you attend religious services?",Less often,0.71,39,60,new-york,21,NY,29,42.9538,-75.5268
Marital Status,Married,0.55,51,48,new-york,22,NY,29,42.9538,-75.5268
Marital Status,Not married,0.45,33,66,new-york,22,NY,29,42.9538,-75.5268
Are you married? What is your gender?,Married men,0.28,50,49,new-york,23,NY,29,42.9538,-75.5268
Are you married? What is your gender?,Married women,0.27,52,47,new-york,23,NY,29,42.9538,-75.5268
Are you married? What is your gender?,Not married men,0.16,,,new-york,23,NY,29,42.9538,-75.5268
Are you married? What is your gender?,Not married women,0.29,28,72,new-york,23,NY,29,42.9538,-75.5268
What is your gender and level of education?,Noncollege graduate men,0.25,56,42,new-york,24,NY,29,42.9538,-75.5268
What is your gender and level of education?,College graduate men,0.2,36,62,new-york,24,NY,29,42.9538,-75.5268
What is your gender and level of education?,Noncollege graduate women,0.33,45,54,new-york,24,NY,29,42.9538,-75.5268
What is your gender and level of education?,College graduate women,0.21,29,69,new-york,24,NY,29,42.9538,-75.5268
What is your gender and level of education?,All others,0.01,,,new-york,24,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage and level of education?,White noncollege,0.41,62,37,new-york,25,NY,29,42.9538,-75.5268
What is your racial or ethnic heritage and level of education?,White college,0.31,39,59,new-york,25,NY,29,42.9538,-75.5268
